,state,min,max
2018-08-17 10:24:53.124116,112.0,0.0,0.0
2018-08-17 10:39:13.776173,112.0,0.0,0.0
2018-08-21 11:04:55.322820,112.0,0.0,0.0
2018-08-21 11:05:27.671054,112.0,0.0,0.0
2018-08-21 13:42:53.471817,112.0,0.0,0.0
2018-08-21 18:49:22.812586,112.0,0.0,0.0
2018-08-21 18:49:23.766681,112.0,0.0,0.0
2018-08-21 18:49:24.712776,112.0,0.0,0.0
2018-08-21 18:49:25.662871,112.0,0.0,0.0
2018-08-21 18:49:26.661971,112.0,0.0,0.0
2018-08-21 18:49:27.612066,112.0,0.0,0.0
2018-08-21 18:49:28.465151,112.0,0.0,0.0
2018-08-21 18:49:29.412246,112.0,0.0,0.0
2018-08-21 18:49:30.362341,112.0,0.0,0.0
2018-08-21 18:49:31.225427,112.0,0.0,0.0
2018-08-21 18:49:32.181523,112.0,0.0,0.0
2018-08-21 18:49:33.112616,112.0,0.0,0.0
2018-08-21 18:49:34.062711,112.0,0.0,0.0
2018-08-21 18:49:35.012806,112.0,0.0,0.0
2018-08-21 18:49:35.962901,112.0,0.0,0.0
2018-08-21 18:49:36.920997,112.0,0.0,0.0
2018-08-21 18:49:37.863091,112.0,0.0,0.0
2018-08-21 18:49:38.813186,112.0,0.0,0.0
2018-08-21 18:49:39.763281,112.0,0.0,0.0
2018-08-21 18:49:40.713376,112.0,0.0,0.0
2018-08-21 18:49:41.563461,112.0,0.0,0.0
2018-08-21 18:49:42.513556,112.0,0.0,0.0
2018-08-21 18:49:43.462651,112.0,0.0,0.0
2018-08-21 18:49:44.412746,112.0,0.0,0.0
2018-08-21 18:49:45.361841,112.0,0.0,0.0
2018-08-21 18:49:46.312936,112.0,0.0,0.0
2018-08-21 18:49:47.263031,112.0,0.0,0.0
2018-08-21 18:49:48.213126,112.0,0.0,0.0
2018-08-21 18:49:49.163221,112.0,0.0,0.0
2018-08-21 18:49:50.112316,112.0,0.0,0.0
2018-08-21 18:49:51.063411,112.0,0.0,0.0
2018-08-21 18:49:52.013506,112.0,0.0,0.0
2018-08-21 18:49:52.962601,112.0,0.0,0.0
2018-08-21 18:49:53.913696,112.0,0.0,0.0
2018-08-21 18:49:54.863791,112.0,0.0,0.0
2018-08-21 18:49:55.813886,112.0,0.0,0.0
2018-08-21 18:49:56.763981,112.0,0.0,0.0
2018-08-21 18:49:57.714076,112.0,0.0,0.0
2018-08-21 18:49:58.571161,112.0,0.0,0.0
2018-08-21 18:49:59.519256,112.0,0.0,0.0
2018-08-21 18:50:00.464351,112.0,0.0,0.0
2018-08-21 18:50:01.416446,112.0,0.0,0.0
2018-08-21 18:50:02.363541,112.0,0.0,0.0
2018-08-21 18:50:03.212626,112.0,0.0,0.0
2018-08-21 18:50:04.163721,112.0,0.0,0.0
2018-08-21 18:50:05.113816,112.0,0.0,0.0
2018-08-21 18:50:06.063911,112.0,0.0,0.0
2018-08-21 18:50:06.912996,112.0,0.0,0.0
2018-08-21 18:50:07.864091,112.0,0.0,0.0
2018-08-21 18:50:08.814186,112.0,0.0,0.0
2018-08-21 18:50:09.764281,112.0,0.0,0.0
2018-08-21 18:50:10.714376,112.0,0.0,0.0
2018-08-21 18:50:11.664471,112.0,0.0,0.0
2018-08-21 18:50:12.518556,112.0,0.0,0.0
2018-08-21 18:50:13.464651,112.0,0.0,0.0
2018-08-21 18:50:14.414746,112.0,0.0,0.0
2018-08-21 18:50:15.364841,112.0,0.0,0.0
2018-08-21 18:50:16.313936,112.0,0.0,0.0
2018-08-21 18:50:17.265031,112.0,0.0,0.0
2018-08-21 18:50:18.214126,112.0,0.0,0.0
2018-08-21 18:50:19.167221,112.0,0.0,0.0
2018-08-21 18:50:20.019306,112.0,0.0,0.0
2018-08-21 18:50:20.964401,112.0,0.0,0.0
2018-08-21 18:50:21.914496,112.0,0.0,0.0
2018-08-21 18:50:22.764581,112.0,0.0,0.0
2018-08-21 18:50:23.713675,112.0,0.0,0.0
2018-08-21 18:50:24.664771,112.0,0.0,0.0
2018-08-21 18:50:25.614866,112.0,0.0,0.0
2018-08-21 18:50:26.563960,112.0,0.0,0.0
2018-08-21 18:50:27.516056,112.0,0.0,0.0
2018-08-21 18:50:28.464150,112.0,0.0,0.0
2018-08-21 18:50:29.416246,112.0,0.0,0.0
2018-08-21 18:50:30.365341,112.0,0.0,0.0
2018-08-21 18:50:31.315436,112.0,0.0,0.0
