,state,min,max
2018-08-17 10:27:58.663668,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:58.671669,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:58.824684,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:58.831685,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:58.987700,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:58.992701,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:59.144716,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:59.149717,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:59.307732,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:59.314733,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:59.474749,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:59.479750,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:59.641766,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:59.649767,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:59.818784,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:59.825784,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:59.984800,-57.666666666666664,-63.0,-57.0
2018-08-17 10:27:59.989801,-57.666666666666664,-63.0,-57.0
2018-08-17 10:28:00.149817,-57.0,-63.0,-57.0
2018-08-17 10:28:00.154817,-57.0,-63.0,-57.0
2018-08-17 10:28:00.313833,-57.0,-63.0,-57.0
2018-08-17 10:28:00.319834,-57.0,-63.0,-57.0
2018-08-17 10:28:00.473849,-57.0,-63.0,-57.0
2018-08-17 10:28:00.482850,-57.0,-63.0,-57.0
2018-08-17 10:28:00.641866,-57.0,-63.0,-57.0
2018-08-17 10:28:00.648867,-57.0,-63.0,-57.0
2018-08-17 10:28:00.802882,-57.0,-63.0,-57.0
2018-08-17 10:28:00.807882,-57.0,-63.0,-57.0
2018-08-17 10:28:00.960898,-57.0,-63.0,-57.0
2018-08-17 10:28:00.964898,-57.0,-63.0,-57.0
2018-08-17 10:28:01.121914,-57.0,-63.0,-57.0
2018-08-17 10:28:01.126914,-57.0,-63.0,-57.0
2018-08-17 10:28:01.286930,-57.0,-63.0,-57.0
2018-08-17 10:28:01.291931,-57.0,-63.0,-57.0
2018-08-17 10:28:01.447946,-57.0,-63.0,-57.0
2018-08-17 10:28:01.452947,-57.0,-63.0,-57.0
2018-08-17 10:28:01.623964,-57.0,-63.0,-57.0
2018-08-17 10:28:01.629965,-57.0,-63.0,-57.0
2018-08-17 10:28:01.910993,-61.666666666666664,-63.0,-57.0
