,state,min,max
2018-08-17 10:39:13.776173,0.0,0.0,0.0
2018-08-21 11:04:55.322820,0.0,0.0,0.0
2018-08-21 11:05:27.671054,0.0,0.0,0.0
2018-08-21 13:42:53.471817,0.0,0.0,0.0
2018-08-21 18:49:22.812586,40.0,40.0,70.0
2018-08-21 18:49:23.766681,40.0,40.0,70.0
2018-08-21 18:49:24.712776,40.0,40.0,70.0
2018-08-21 18:49:25.662871,40.0,40.0,70.0
2018-08-21 18:49:26.661971,40.0,40.0,70.0
2018-08-21 18:49:27.612066,40.0,40.0,70.0
2018-08-21 18:49:28.465151,40.0,40.0,70.0
2018-08-21 18:49:29.412246,40.0,40.0,70.0
2018-08-21 18:49:30.362341,40.0,40.0,70.0
2018-08-21 18:49:31.225427,40.0,40.0,70.0
2018-08-21 18:49:32.181523,40.0,40.0,70.0
2018-08-21 18:49:33.112616,40.0,40.0,70.0
2018-08-21 18:49:34.062711,40.0,40.0,70.0
2018-08-21 18:49:35.012806,40.0,40.0,70.0
2018-08-21 18:49:35.962901,40.0,40.0,70.0
2018-08-21 18:49:36.920997,40.0,40.0,70.0
2018-08-21 18:49:37.863091,40.0,40.0,70.0
2018-08-21 18:49:38.813186,40.0,40.0,70.0
2018-08-21 18:49:39.763281,40.0,40.0,70.0
2018-08-21 18:49:40.713376,40.0,40.0,70.0
2018-08-21 18:49:41.563461,41.578947368421055,40.0,70.0
2018-08-21 18:49:42.513556,41.578947368421055,40.0,70.0
2018-08-21 18:49:43.462651,41.578947368421055,40.0,70.0
2018-08-21 18:49:44.412746,41.578947368421055,40.0,70.0
2018-08-21 18:49:45.361841,41.578947368421055,40.0,70.0
2018-08-21 18:49:46.312936,41.578947368421055,40.0,70.0
2018-08-21 18:49:47.263031,41.578947368421055,40.0,70.0
2018-08-21 18:49:48.213126,41.578947368421055,40.0,70.0
2018-08-21 18:49:49.163221,41.578947368421055,40.0,70.0
2018-08-21 18:49:50.112316,41.578947368421055,40.0,70.0
2018-08-21 18:49:51.063411,41.578947368421055,40.0,70.0
2018-08-21 18:49:52.013506,41.578947368421055,40.0,70.0
2018-08-21 18:49:52.962601,41.578947368421055,40.0,70.0
2018-08-21 18:49:53.913696,41.578947368421055,40.0,70.0
2018-08-21 18:49:54.863791,41.578947368421055,40.0,70.0
2018-08-21 18:49:55.813886,41.578947368421055,40.0,70.0
2018-08-21 18:49:56.763981,41.578947368421055,40.0,70.0
2018-08-21 18:49:57.714076,41.578947368421055,40.0,70.0
2018-08-21 18:49:58.571161,41.578947368421055,40.0,70.0
2018-08-21 18:49:59.519256,41.578947368421055,40.0,70.0
2018-08-21 18:50:00.464351,43.157894736842096,40.0,70.0
2018-08-21 18:50:01.416446,43.157894736842096,40.0,70.0
2018-08-21 18:50:02.363541,43.157894736842096,40.0,70.0
2018-08-21 18:50:03.212626,43.157894736842096,40.0,70.0
2018-08-21 18:50:04.163721,43.157894736842096,40.0,70.0
2018-08-21 18:50:05.113816,43.157894736842096,40.0,70.0
2018-08-21 18:50:06.063911,43.157894736842096,40.0,70.0
2018-08-21 18:50:06.912996,43.157894736842096,40.0,70.0
2018-08-21 18:50:07.864091,43.157894736842096,40.0,70.0
2018-08-21 18:50:08.814186,43.157894736842096,40.0,70.0
2018-08-21 18:50:09.764281,43.157894736842096,40.0,70.0
2018-08-21 18:50:10.714376,43.157894736842096,40.0,70.0
2018-08-21 18:50:11.664471,43.157894736842096,40.0,70.0
2018-08-21 18:50:12.518556,43.157894736842096,40.0,70.0
2018-08-21 18:50:13.464651,43.157894736842096,40.0,70.0
2018-08-21 18:50:14.414746,43.157894736842096,40.0,70.0
2018-08-21 18:50:15.364841,43.157894736842096,40.0,70.0
2018-08-21 18:50:16.313936,43.157894736842096,40.0,70.0
2018-08-21 18:50:17.265031,43.157894736842096,40.0,70.0
2018-08-21 18:50:18.214126,43.157894736842096,40.0,70.0
2018-08-21 18:50:19.167221,44.73684210526316,40.0,70.0
2018-08-21 18:50:20.019306,44.73684210526316,40.0,70.0
2018-08-21 18:50:20.964401,44.73684210526316,40.0,70.0
2018-08-21 18:50:21.914496,44.73684210526316,40.0,70.0
2018-08-21 18:50:22.764581,44.73684210526316,40.0,70.0
2018-08-21 18:50:23.713675,44.73684210526316,40.0,70.0
2018-08-21 18:50:24.664771,44.73684210526316,40.0,70.0
2018-08-21 18:50:25.614866,44.73684210526316,40.0,70.0
2018-08-21 18:50:26.563960,44.73684210526316,40.0,70.0
2018-08-21 18:50:27.516056,44.73684210526316,40.0,70.0
2018-08-21 18:50:28.464150,44.73684210526316,40.0,70.0
2018-08-21 18:50:29.416246,44.73684210526316,40.0,70.0
2018-08-21 18:50:30.365341,44.73684210526316,40.0,70.0
2018-08-21 18:50:31.315436,44.73684210526316,40.0,70.0
2018-08-21 18:50:32.265531,44.73684210526316,40.0,70.0
2018-08-21 18:50:33.215626,44.73684210526316,40.0,70.0
2018-08-21 18:50:34.165721,44.73684210526316,40.0,70.0
2018-08-21 18:50:35.115816,44.73684210526316,40.0,70.0
2018-08-21 18:50:36.064910,44.73684210526316,40.0,70.0
2018-08-21 18:50:37.014005,44.73684210526316,40.0,70.0
2018-08-21 18:50:37.964100,46.31578947368421,40.0,70.0
2018-08-21 18:50:38.927197,46.31578947368421,40.0,70.0
2018-08-21 18:50:39.865290,46.31578947368421,40.0,70.0
2018-08-21 18:50:40.815385,46.31578947368421,40.0,70.0
2018-08-21 18:50:41.672471,46.31578947368421,40.0,70.0
2018-08-21 18:50:42.630567,46.31578947368421,40.0,70.0
2018-08-21 18:50:43.564660,46.31578947368421,40.0,70.0
2018-08-21 18:50:44.319736,46.31578947368421,40.0,70.0
2018-08-21 18:50:45.264830,46.31578947368421,40.0,70.0
2018-08-21 18:50:46.215925,46.31578947368421,40.0,70.0
2018-08-21 18:50:47.165020,46.31578947368421,40.0,70.0
2018-08-21 18:50:48.116115,46.31578947368421,40.0,70.0
2018-08-21 18:50:48.965200,46.31578947368421,40.0,70.0
2018-08-21 18:50:49.916295,46.31578947368421,40.0,70.0
2018-08-21 18:50:50.866390,46.31578947368421,40.0,70.0
2018-08-21 18:50:51.816485,46.31578947368421,40.0,70.0
2018-08-21 18:50:52.766580,46.31578947368421,40.0,70.0
2018-08-21 18:50:53.715675,46.31578947368421,40.0,70.0
2018-08-21 18:50:54.665770,46.31578947368421,40.0,70.0
2018-08-21 18:50:55.615865,46.31578947368421,40.0,70.0
2018-08-21 18:50:56.565960,47.894736842105246,40.0,70.0
2018-08-21 18:50:57.426046,47.894736842105246,40.0,70.0
2018-08-21 18:50:58.366140,47.894736842105246,40.0,70.0
2018-08-21 18:50:59.316235,47.894736842105246,40.0,70.0
2018-08-21 18:51:00.267330,47.894736842105246,40.0,70.0
2018-08-21 18:51:01.216425,47.894736842105246,40.0,70.0
2018-08-21 18:51:02.076511,47.894736842105246,40.0,70.0
2018-08-21 18:51:02.967600,47.894736842105246,40.0,70.0
2018-08-21 18:51:03.916695,47.894736842105246,40.0,70.0
